step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,customer_id,account_age_days,high_risk_country,billing_country,is_disposable_email,customer_name,billing_city,email,is_new_device,shipping_billing_mismatch,num_failed_payment_attempts,browser,device_os,device_id,ip_billing_distance_km,hour_of_day,day_index,is_night,account_txn_total,account_txn_index,time_since_last_hours,txn_count_last_24h
719,PAYMENT,53575.61,C517933241,8869.82,0.0,M301533044,0.0,0.0,0,0,U78827,3339,0,FR,0,Logan Mcpherson,Phillipberg,danielkeller@hotmail.com,1,0,0,Edge,Android,D94124171,212.5,23,29,0,1,0,-1,0
236,CASH_OUT,4610.02,C306493903,20164.98,15554.96,C721898700,54961.75,59571.77,0,0,U168038,869,0,VN,0,Kevin Kane,Lake Michaelland,cookjill@yahoo.com,0,0,0,Samsung Internet,iOS,D95432831,426.0,20,9,0,4,1,103,0
107,PAYMENT,770.44,C885282184,2810.77,2040.33,M352101791,0.0,0.0,0,0,U92348,205,0,PH,1,Alexis Galloway,Diazville,littlerobyn@mailinator.com,0,0,0,Edge,Android,D98306822,153.6,11,4,0,1,0,-1,0
502,CASH_OUT,6424.03,C552442401,50338.17,43914.14,C271132771,18835.93,25259.96,0,0,U69905,245,0,GB,0,Angela Gomez,West Alexandratown,thomas54@outlook.com,0,0,1,Opera,macOS,D12144399,169.6,22,20,0,3,2,442,0
344,PAYMENT,1728.97,C147782234,62543.26,60814.29,M274237617,0.0,0.0,0,0,U182788,112,0,VN,0,Mark Harrison,Russellport,tricia62@icloud.com,0,0,1,Firefox,Android,D59361941,470.4,8,14,0,1,0,-1,0
378,CASH_IN,3863.68,C964425788,9579.72,13443.4,C429037364,1107.37,4971.05,0,0,U143906,419,0,PH,0,Patrick Rodriguez,South Jenniferburgh,harrisonmatthew@hotmail.com,0,0,0,Samsung Internet,Android,D57506125,365.9,18,15,0,1,0,-1,0
4,CASH_OUT,1092.16,C230539994,1561.72,469.56,C909031013,39742.2,40834.36,0,0,U195109,1519,0,FR,0,Michael Santiago,Lake Glenn,carlsonann@yahoo.com,0,0,0,Opera,Linux,D47970516,239.3,4,0,1,2,0,-1,0
653,PAYMENT,33513.96,C274960614,725.98,0.0,M534264131,0.0,0.0,0,0,U19398,1937,0,VN,0,James Hartman,East Carolyn,alawson@gmail.com,0,0,1,Safari,Windows,D43938319,334.1,5,27,1,1,0,-1,0
80,CASH_IN,14599.63,C685847248,11678.07,26277.7,C801511775,16531.69,31131.32,0,0,U118173,231,1,RU,0,Chad Blackburn,West Melissa,sarnold@yahoo.com,0,0,1,Samsung Internet,Android,D74687113,199.8,8,3,0,2,0,-1,0
660,TRANSFER,311.74,C616276454,3388.79,3077.05,C885412148,14163.2,14474.94,0,0,U134134,318,0,FR,0,Lisa Coleman,Lake Sandraside,danielle83@icloud.com,0,0,0,Opera,Linux,D58155453,40.5,12,27,0,2,1,566,0
163,CASH_IN,19311.84,C507925315,37909.71,57221.55,C557452146,6980.25,26292.09,0,0,U62571,116,0,DE,0,Rodney Black,West Shawn,dhays@outlook.com,0,0,0,Chrome,Linux,D17901451,141.5,19,6,0,1,0,-1,0
315,TRANSFER,22763.12,C179824331,6067.24,0.0,C262741289,2051.99,24815.11,0,0,U56751,922,0,GB,0,Jodi Watkins,Vanessaville,romeroshelia@proton.me,0,0,0,Samsung Internet,Android,D91400093,36.9,3,13,1,1,0,-1,0
133,PAYMENT,186.09,C407702893,35973.55,35787.46,M261836108,0.0,0.0,0,0,U84617,166,0,GB,0,Sarah Sullivan,East Lisa,jordankelly@icloud.com,0,0,0,Samsung Internet,Android,D38066806,91.1,13,5,0,3,1,27,0
213,TRANSFER,336.4,C352115146,59784.04,59447.64,C679409838,5880.05,6216.45,0,0,U49144,581,0,US,0,Deborah Gray,Hernandezfurt,matthewperez@gmail.com,0,0,0,Opera,Linux,D92997883,73.8,21,8,0,1,0,-1,0
382,CASH_OUT,1952.69,C287086544,7976.68,6023.99,C894221418,8361.95,10314.64,0,0,U69642,266,0,US,0,Gregory Davis,Scotthaven,micheal64@proton.me,0,0,0,Samsung Internet,Android,D36844256,865.0,22,15,0,2,0,-1,0
670,PAYMENT,45640.23,C503461385,59875.61,14235.38,M382543723,0.0,0.0,0,0,U160282,329,1,RU,0,Cheryl Mendez,North Mariaview,gfuller@icloud.com,0,0,0,Edge,Linux,D73005270,351.1,22,27,0,1,0,-1,0
154,PAYMENT,1771.06,C236018222,44364.77,42593.71,M293802598,0.0,0.0,0,0,U7541,91,0,GB,0,Roy Ruiz,Kingfurt,howellbrian@outlook.com,0,0,0,Samsung Internet,iOS,D61778499,230.9,10,6,0,1,0,-1,0
130,PAYMENT,4075.04,C903701471,22092.68,18017.64,M374413806,0.0,0.0,0,0,U125454,906,0,FR,0,Danielle Calderon,West Matthewstad,gainesdana@outlook.com,1,0,0,Chrome,Linux,D67581615,36.1,10,5,0,1,0,-1,0
411,TRANSFER,15647.47,C445325463,11637.31,0.0,C575122793,466.08,16113.55,0,0,U127152,935,0,US,0,Marissa Gonzalez,Wattsland,robert37@outlook.com,0,0,0,Firefox,macOS,D48867788,163.6,3,17,1,2,0,-1,0
429,CASH_OUT,7559.15,C451904034,625.14,0.0,C299157167,16262.82,23821.97,0,0,U172413,319,0,FR,0,Matthew Santana,Lake Marthamouth,vhill@gmail.com,0,0,1,Edge,iOS,D99190777,52.7,21,17,0,1,0,-1,0
206,DEBIT,1077.87,C430373836,16824.59,15746.72,C768086033,9119.34,10197.21,0,0,U185876,356,0,BR,0,Kelly Duran,Karenview,jpowell@outlook.com,0,0,0,Safari,iOS,D48515636,271.2,14,8,0,1,0,-1,0
309,CASH_OUT,884.88,C405740452,65564.12,64679.24,C746326728,8085.6,8970.48,0,0,U45357,266,0,VN,0,Alexis Cook,North Darren,john40@gmail.com,0,0,1,Firefox,Linux,D91668993,342.3,21,12,0,2,1,117,0
663,PAYMENT,1199.42,C931356763,3193.84,1994.42,M747148114,0.0,0.0,0,0,U154390,179,1,RU,0,Robert Collins,Natalieport,perezkaren@yahoo.com,0,0,0,Edge,Windows,D38050658,54.7,15,27,0,1,0,-1,0
500,PAYMENT,431.2,C441096629,1357.39,926.19,M248331510,0.0,0.0,0,0,U89019,410,0,PH,0,Kelly Phillips,Simpsonbury,fgray@icloud.com,0,0,1,Edge,macOS,D90009928,131.8,20,20,0,1,0,-1,0
334,TRANSFER,22162.48,C948905204,5087.37,0.0,C849939820,1854.46,24016.94,0,0,U75350,332,0,US,0,Cole Boone,New Eric,kevinmoore@gmail.com,0,1,1,Edge,Windows,D63005149,50.5,22,13,0,2,0,-1,0
357,TRANSFER,673.01,C387057978,6069.84,5396.83,C582841768,12261.21,12934.22,0,0,U42562,93,0,US,1,Megan Pittman,Lesliebury,quinnbrittany@mailinator.com,1,0,2,Chrome,iOS,D68014304,78.8,21,14,0,2,1,268,0
209,PAYMENT,356.89,C490723521,5885.4,5528.51,M549785282,0.0,0.0,0,0,U179715,120,0,VN,0,Miranda Khan,Lake Jacobside,williammiller@gmail.com,0,0,1,Samsung Internet,Windows,D30847137,242.0,17,8,0,1,0,-1,0
302,CASH_IN,1570.8,C664482857,14265.74,15836.54,C567697585,592.47,2163.27,0,0,U27072,452,0,GB,0,Kevin Hamilton,North Erin,amanda96@outlook.com,0,0,0,Chrome,iOS,D23935823,205.9,14,12,0,1,0,-1,0
76,TRANSFER,1148.68,C796318148,13753.51,12604.83,C872324345,1534.44,2683.12,0,0,U125330,403,0,GB,0,Maxwell Buchanan,Taylorview,daniel58@hotmail.com,0,0,0,Edge,iOS,D41187336,78.8,4,3,1,2,0,-1,0
433,PAYMENT,27230.62,C314139614,12230.36,0.0,M212703503,0.0,0.0,0,0,U3529,1015,0,PH,0,Anthony Owens,Smithville,bethany16@icloud.com,0,0,0,Opera,Windows,D98403478,305.3,1,18,1,3,1,137,0
349,CASH_OUT,1672.26,C178184538,9578.71,7906.45,C430692778,31726.03,33398.29,0,0,U33994,778,0,US,0,William Chen,East Troy,jacob16@hotmail.com,0,0,0,Firefox,Linux,D40067933,38.9,13,14,0,1,0,-1,0
79,CASH_OUT,2395.16,C295260527,9629.0,7233.84,C214654562,9466.27,11861.43,0,0,U22159,1149,0,GB,0,Dalton Carlson,North Holly,bridgesamber@proton.me,0,0,0,Opera,macOS,D45063464,125.4,7,3,0,2,0,-1,0
455,TRANSFER,471.24,C269800589,9615.81,9144.57,C504005906,2446.9,2918.14,0,0,U178669,79,0,BR,0,Zachary Taylor,Michaelbury,michaelwood@proton.me,1,0,0,Opera,iOS,D95406587,3849.2,23,18,0,1,0,-1,0
32,CASH_OUT,2523.89,C215660678,4141.19,1617.3,C248193475,32384.63,34908.52,0,0,U59807,275,0,GB,0,Lori Gillespie,Lake Keith,vramos@gmail.com,0,0,0,Chrome,Windows,D25947557,225.0,8,1,0,2,0,-1,0
315,CASH_OUT,4471.37,C282669231,15856.33,11384.96,C710336484,2822.36,7293.73,0,0,U86307,105,1,NG,0,Carly Nelson,Mackenzieshire,wtaylor@gmail.com,0,0,0,Samsung Internet,Android,D40495982,37.4,3,13,1,1,0,-1,0
382,PAYMENT,677.83,C401476163,17469.49,16791.66,M260562770,0.0,0.0,0,0,U20059,229,0,GB,0,Dana Moore,Kathleenfort,bsanders@yahoo.com,1,0,0,Opera,iOS,D76387706,136.3,22,15,0,1,0,-1,0
504,CASH_IN,11812.44,C666246129,1464.65,13277.09,C413806178,12153.3,23965.74,0,0,U49139,464,0,IN,0,Angela Velez DDS,Bergershire,barbaradixon@hotmail.com,0,0,0,Samsung Internet,iOS,D71249811,98.4,0,21,1,1,0,-1,0
284,CASH_OUT,3379.37,C655926435,78191.27,74811.9,C633323664,2432.96,5812.33,0,0,U192520,479,0,BR,0,Kimberly Garcia,North Katrina,rebecca57@proton.me,0,0,0,Edge,macOS,D41287094,268.1,20,11,0,1,0,-1,0
695,PAYMENT,90.73,C253874785,3240.41,3149.68,M732146152,0.0,0.0,0,0,U11866,611,0,GB,0,Nicole English,West Gregory,alan33@proton.me,0,0,0,Chrome,Android,D56883740,118.3,23,28,0,1,0,-1,0
438,TRANSFER,7700.66,C611015029,18958.63,11257.97,C657196606,76198.64,83899.3,0,0,U15151,616,0,IN,0,Alex Edwards,Port Gloriaburgh,margaretduke@outlook.com,1,0,0,Opera,iOS,D64046606,25.9,6,18,0,2,1,326,0
437,CASH_OUT,5541.94,C395824266,21032.29,15490.35,C975280841,350749.74,356291.68,0,0,U120014,882,0,VN,0,Leslie Jones,Woodview,austinowen@icloud.com,0,1,0,Samsung Internet,macOS,D94688968,13.2,5,18,1,2,0,-1,0
208,TRANSFER,9846.98,C582775982,70628.26,60781.28,C504244755,1479.82,11326.8,0,0,U37985,632,0,US,0,Michael Odonnell,Alexanderchester,joanna56@yahoo.com,0,0,0,Firefox,Windows,D76289935,333.8,16,8,0,2,0,-1,0
740,CASH_IN,1051.42,C235710518,6996.78,8048.2,C306696250,43539.69,44591.11,0,0,U38109,1036,0,BR,0,Mr. Aaron Norton,North Abigail,smithscott@yahoo.com,0,0,0,Samsung Internet,macOS,D90849708,43.1,20,30,0,1,0,-1,0
383,PAYMENT,596.3,C316894286,11082.87,10486.57,M880886791,0.0,0.0,0,0,U39959,37,0,GB,0,Matthew Stone,North Karen,dknight@proton.me,0,0,0,Safari,iOS,D62590182,145.3,23,15,0,1,0,-1,0
418,CASH_IN,713.86,C774452073,14357.94,15071.8,C628369678,4254.39,4968.25,0,0,U8643,1185,1,RU,0,Adam Davis,Douglaston,michellemontoya@yahoo.com,1,0,0,Edge,iOS,D46179345,71.3,10,17,0,1,0,-1,0
497,CASH_OUT,973.93,C628212058,14769.1,13795.17,C253508000,1355.91,2329.84,0,0,U33408,180,0,BR,0,Ian Lopez,Whiteview,samanthajones@outlook.com,0,0,2,Opera,Windows,D98590230,177.2,17,20,0,1,0,-1,0
261,CASH_OUT,2511.14,C504988282,3938.89,1427.75,C101417744,5469.61,7980.75,0,0,U95380,162,0,FR,0,Lance Atkinson,Kevinberg,cunninghamnicole@hotmail.com,0,0,0,Samsung Internet,Android,D65920719,90.1,21,10,0,1,0,-1,0
464,PAYMENT,1081.78,C278664259,1042.85,0.0,M900233949,0.0,0.0,0,0,U185596,566,1,ID,0,Bradley Kemp,Martinfurt,millersharon@yahoo.com,0,0,0,Chrome,Linux,D98615469,93.0,8,19,0,2,1,230,0
197,PAYMENT,1970.8,C216615916,47863.2,45892.4,M783100352,0.0,0.0,0,0,U45752,265,0,PH,0,Kevin Clark,East James,carrie65@gmail.com,1,0,1,Chrome,iOS,D86020473,36.4,5,8,1,1,0,-1,0
653,CASH_OUT,27877.97,C345203291,11983.39,0.0,C705151367,16404.47,44282.44,0,0,U61063,1128,0,PH,0,Virginia Kemp,Teresafort,kwilson@hotmail.com,0,0,0,Samsung Internet,Android,D24553485,87.6,5,27,1,1,0,-1,0
177,CASH_OUT,1753.62,C528553412,7667.86,5914.24,C830526252,9291.59,11045.21,0,0,U108761,2477,0,VN,0,Barry Ramirez,Lake James,smcdaniel@outlook.com,0,0,0,Edge,Android,D17327664,204.2,9,7,0,2,0,-1,0
547,PAYMENT,1243.77,C912637898,12162.83,10919.06,M902801891,0.0,0.0,0,0,U179800,20,1,CN,0,John Mckay,Karlland,ujohnson@hotmail.com,0,0,0,Firefox,iOS,D36703798,115.0,19,22,0,1,0,-1,0
136,CASH_IN,8344.93,C883915989,1867.88,10212.81,C551398730,12840.44,21185.37,0,0,U74183,185,0,IN,0,Mr. Victor Hammond,Andersontown,emily26@proton.me,0,0,1,Opera,Android,D91917084,311.0,16,5,0,2,0,-1,0
461,CASH_OUT,3987.7,C160993371,4510.13,522.43,C635786930,14878.29,18865.99,0,0,U195344,635,0,BR,0,Jerry Bowen,West Miranda,grimesbrenda@icloud.com,0,0,0,Samsung Internet,Android,D99499276,212.1,5,19,1,1,0,-1,0
312,CASH_IN,2551.77,C990359610,46614.83,49166.6,C702222854,7977.06,10528.83,0,0,U56537,79,0,BR,0,Maureen Cantu,Lake Leslie,timothybryant@proton.me,0,0,0,Samsung Internet,Linux,D84985573,562.2,0,13,1,2,0,-1,0
605,PAYMENT,4120.39,C528508769,4439.96,319.57,M514231152,0.0,0.0,0,0,U189153,449,0,US,1,Lisa Carter,East Ryan,maddendavid@mailinator.com,0,0,0,Samsung Internet,iOS,D56396469,416.2,5,25,1,2,1,192,0
629,PAYMENT,376.63,C707017613,2260.37,1883.74,M578861554,0.0,0.0,0,0,U124476,356,0,IN,0,Melanie Wright,New Roberta,smithsheila@hotmail.com,0,0,0,Safari,Windows,D38094689,69.1,5,26,1,2,1,242,0
120,CASH_IN,6079.41,C797462841,38182.82,44262.23,C131756401,13966.0,20045.41,0,0,U173418,279,0,VN,0,Frank Moore,Port Edward,hconrad@hotmail.com,0,0,0,Firefox,Android,D47770200,457.0,0,5,1,1,0,-1,0
353,PAYMENT,3402.74,C553160243,6011.57,2608.83,M293480246,0.0,0.0,0,0,U118005,162,0,BR,0,Shannon Burns,Robertsmouth,james74@gmail.com,0,0,0,Opera,iOS,D59349409,112.4,17,14,0,1,0,-1,0
26,PAYMENT,3915.15,C954852018,3869.5,0.0,M594995205,0.0,0.0,0,0,U84721,41,0,VN,0,Lisa Cooley,New Pamela,diamondjohnson@icloud.com,0,0,0,Firefox,macOS,D76131252,124.1,2,1,1,2,0,-1,0
168,PAYMENT,4180.63,C808184458,842.79,0.0,M391682764,0.0,0.0,0,0,U122859,451,0,PH,0,Mike Hamilton,Port Markburgh,tina76@icloud.com,0,0,0,Firefox,Android,D28369037,16.8,0,7,1,1,0,-1,0
373,PAYMENT,11337.8,C128734237,12537.63,1199.83,M437065184,0.0,0.0,0,0,U147283,179,0,GB,0,James West,Wilsonmouth,jacksonphyllis@outlook.com,0,0,1,Edge,iOS,D57938084,190.2,13,15,0,1,0,-1,0
559,PAYMENT,896.68,C913866914,2505.01,1608.33,M614639431,0.0,0.0,0,0,U16398,678,1,ID,0,Michael Ortiz,Craigland,howejoseph@yahoo.com,0,0,0,Opera,Android,D38517928,28.6,7,23,0,1,0,-1,0
638,CASH_OUT,4297.28,C238042693,16483.44,12186.16,C773196937,6934.18,11231.46,0,0,U49894,2755,0,IN,0,Janet Casey,New Erik,aroberts@hotmail.com,0,1,0,Firefox,Android,D49467992,35.6,14,26,0,1,0,-1,0
457,CASH_IN,666.64,C275347695,3169.31,3835.95,C319650973,6949.83,7616.47,0,0,U18025,298,0,GB,0,Austin Cameron,North Haleyborough,douglas13@icloud.com,0,0,1,Edge,Linux,D25856663,166.8,1,19,1,1,0,-1,0
44,CASH_OUT,4866.33,C626686210,5107.61,241.28,C616986701,8827.23,13693.56,0,0,U137867,379,0,BR,1,Caitlin Garrison,Friedmanmouth,cookjohn@tempmail.com,0,0,0,Firefox,iOS,D62050174,43.1,20,1,0,1,0,-1,0
564,CASH_OUT,5939.79,C475080939,2006.6,0.0,C648309212,54788.64,60728.43,0,0,U112476,166,1,ID,0,Teresa Mccarthy,East Marieport,carl68@icloud.com,0,0,0,Safari,macOS,D71752125,263.3,12,23,0,2,1,165,0
51,CASH_OUT,2148.37,C870650388,4075.18,1926.81,C367584073,18951.01,21099.38,0,0,U88614,39,0,GB,0,Linda Martinez,Heatherberg,jasminebrown@gmail.com,0,0,0,Chrome,Linux,D64450608,12.0,3,2,1,1,0,-1,0
550,CASH_IN,3255.69,C750842445,2567.21,5822.9,C869803379,3046.74,6302.43,0,0,U35520,289,0,BR,0,Eric Hall,Michaelview,rebecca20@proton.me,0,0,0,Firefox,iOS,D91169355,193.8,22,22,0,2,0,-1,0
258,TRANSFER,1416.36,C129376349,173187.85,171771.49,C175554798,3731.26,5147.62,0,0,U151214,492,0,DE,0,Gregory Johnson,Tyroneberg,james64@gmail.com,0,0,0,Chrome,Windows,D85099457,190.6,18,10,0,1,0,-1,0
281,PAYMENT,963.79,C947352387,37363.96,36400.17,M868807655,0.0,0.0,0,0,U149803,272,0,DE,0,Lisa Pearson,Katelynburgh,wbarker@outlook.com,0,0,1,Firefox,Windows,D37877614,14.5,17,11,0,2,0,-1,0
253,TRANSFER,2110.8,C867882740,2555.09,444.29,C812063047,29154.5,31265.3,0,0,U40322,1959,0,GB,0,William Williams,Foxport,ryan30@yahoo.com,0,0,0,Safari,macOS,D60373137,106.2,13,10,0,2,1,171,0
642,CASH_OUT,57256.3,C145669005,57256.3,0.0,C102848467,0.0,0.0,1,0,U100631,547,0,BR,0,Sherri Wright,New Ashleyville,nathan93@proton.me,0,0,1,Edge,Windows,D30124043,1682.7,18,26,0,1,0,-1,0
50,CASH_IN,6825.62,C796171101,7965.28,14790.9,C642030561,16135.87,22961.49,0,0,U104193,934,0,VN,0,Michael Cooper,Knightburgh,danieljeffery@proton.me,0,0,1,Opera,iOS,D49235258,193.8,2,2,1,2,0,-1,0
73,TRANSFER,971.05,C574800244,2909.48,1938.43,C784288634,24327.54,25298.59,0,0,U15041,179,1,ID,0,Angela Tapia,West Gregorystad,hardyjanet@proton.me,1,0,0,Samsung Internet,macOS,D98190559,165.6,1,3,1,3,0,-1,0
631,PAYMENT,3280.73,C100317028,37040.21,33759.48,M452951203,0.0,0.0,0,0,U66379,622,0,VN,0,Barbara Mathis,New Desiree,monroemarilyn@gmail.com,0,0,0,Chrome,Windows,D25698848,23.1,7,26,0,1,0,-1,0
82,PAYMENT,5913.58,C992008677,6050.09,136.51,M551536880,0.0,0.0,0,0,U119829,143,0,FR,0,Teresa Jackson,Fieldsmouth,tuckerroger@outlook.com,0,0,0,Firefox,Linux,D81693620,92.2,10,3,0,1,0,-1,0
82,CASH_OUT,5866.77,C481906703,8365.5,2498.73,C717615258,2839.28,8706.05,0,0,U125849,570,0,DE,0,Lindsay Richard,Johnsonview,dennis20@outlook.com,0,1,1,Edge,Windows,D86820148,20.1,10,3,0,1,0,-1,0
29,CASH_IN,478.05,C477603471,26845.81,27323.86,C671407625,16692.25,17170.3,0,0,U31055,613,0,PH,0,Kevin Rose,Davidport,kennedydebra@hotmail.com,0,0,1,Chrome,iOS,D72782044,375.9,5,1,1,1,0,-1,0
110,PAYMENT,1094.17,C752095220,106506.56,105412.39,M209194315,0.0,0.0,0,0,U80364,802,0,IN,0,Brooke Thomas,West John,tammystewart@icloud.com,0,0,1,Samsung Internet,Android,D78292963,61.9,14,4,0,1,0,-1,0
397,CASH_OUT,7749.69,C526814215,63721.06,55971.37,C115009667,3336.25,11085.94,0,0,U30627,910,0,BR,0,Danielle Mack,Reynoldsland,equinn@icloud.com,1,0,1,Edge,Android,D34306869,56.9,13,16,0,2,1,288,0
425,PAYMENT,253.53,C551772442,7743.91,7490.38,M894465754,0.0,0.0,0,0,U106802,1049,0,GB,0,Juan Contreras,Dixonchester,taylormartha@proton.me,0,0,0,Firefox,macOS,D85378542,56.9,17,17,0,2,1,145,0
421,PAYMENT,11966.84,C340466668,10450.42,0.0,M495118072,0.0,0.0,0,0,U189475,439,0,US,0,Ryan Lawrence,Brittanyfort,ddavis@proton.me,0,0,0,Firefox,Linux,D85855507,58.7,13,17,0,4,2,66,0
174,CASH_IN,527.13,C912827651,3948.67,4475.8,C195927873,39183.58,39710.71,0,0,U164001,435,0,DE,0,Micheal Hernandez,Castroville,anthonymata@gmail.com,0,0,0,Chrome,Windows,D76666839,91.7,6,7,0,2,1,49,0
404,CASH_IN,233.65,C960996793,129397.25,129630.9,C368939739,56861.21,57094.86,0,0,U130855,702,0,BR,0,Kyle Parker,Phillipsville,epittman@proton.me,0,0,0,Firefox,Windows,D19881596,243.9,20,16,0,1,0,-1,0
113,CASH_IN,1154.4,C925123054,7909.87,9064.27,C248319532,4114.84,5269.24,0,0,U879,489,0,FR,0,Jason Walker,Port Terrence,harnold@proton.me,0,0,0,Firefox,Windows,D24798391,26.5,17,4,0,1,0,-1,0
243,PAYMENT,350.74,C956925279,2793.84,2443.1,M910502838,0.0,0.0,0,0,U70456,365,0,IN,0,Mary Green,North Annette,ggilmore@icloud.com,0,0,0,Edge,Android,D63788840,886.5,3,10,1,2,0,-1,0
140,PAYMENT,16868.26,C314716734,11385.85,0.0,M553398594,0.0,0.0,0,0,U136514,327,0,DE,0,Pamela Kim,Lake Joelstad,ssutton@gmail.com,1,0,1,Samsung Internet,macOS,D34854758,222.2,20,5,0,1,0,-1,0
441,CASH_OUT,2866.11,C360147397,11495.06,8628.95,C614050047,6650.27,9516.38,0,0,U112064,785,0,US,0,Manuel Armstrong,South Michaelborough,callahandana@proton.me,0,1,1,Samsung Internet,Windows,D24613361,210.2,9,18,0,1,0,-1,0
17,PAYMENT,194578.75,C764251689,12948.17,0.0,M816403005,0.0,0.0,0,0,U2328,161,0,FR,0,Melissa Riley,West Timothy,danielsgeorge@hotmail.com,0,0,1,Chrome,Windows,D97961631,170.7,17,0,0,1,0,-1,0
718,PAYMENT,1927.39,C992865872,2043.38,115.99,M738834606,0.0,0.0,0,0,U188984,307,0,VN,0,Ronnie Henry,Lake Raymondshire,misty71@yahoo.com,0,0,0,Edge,iOS,D32657115,16.2,22,29,0,2,1,370,0
255,CASH_OUT,1065.51,C340438213,11183.18,10117.67,C218116565,1201.95,2267.46,0,0,U88741,339,0,GB,0,Kelly Blair,East Erica,thompsonmichael@yahoo.com,0,0,0,Chrome,Linux,D61104083,53.6,15,10,0,1,0,-1,0
585,CASH_OUT,8704.57,C522658953,24470.16,15765.59,C251663687,23999.88,32704.45,0,0,U146014,67,0,DE,0,Terri Fernandez,East Alison,cunninghamjean@yahoo.com,0,0,0,Firefox,Android,D83666126,118.3,9,24,0,1,0,-1,0
37,CASH_OUT,6261.19,C713820410,2718.94,0.0,C491690663,4303.22,10564.41,0,0,U186384,1212,0,DE,0,Brandon Aguilar,East Michelle,loretta14@icloud.com,1,0,0,Samsung Internet,Windows,D23439686,31.6,13,1,0,2,0,-1,0
272,CASH_OUT,232.45,C364819159,23026.92,22794.47,C700065788,21562.02,21794.47,0,0,U18213,179,1,CN,0,Kyle Acosta,South Jennifer,tcoleman@icloud.com,0,0,1,Edge,macOS,D83515534,78.3,8,11,0,1,0,-1,0
722,PAYMENT,1934.34,C335717755,65416.17,63481.83,M384113356,0.0,0.0,0,0,U187561,185,0,PH,0,Sarah Mcgee,New Rebecca,nrobinson@yahoo.com,0,0,0,Edge,macOS,D87513453,234.4,2,30,1,1,0,-1,0
714,PAYMENT,6211.62,C205952706,21062.76,14851.14,M909183793,0.0,0.0,0,0,U116728,649,0,IN,0,Rachel Carey,New Michellefort,cindyreed@gmail.com,0,0,0,Edge,macOS,D19737845,50.2,18,29,0,3,2,481,0
89,CASH_OUT,4633.38,C980602417,12551.0,7917.62,C185292395,1886.42,6519.8,0,0,U118327,475,0,IN,0,Leon Johnson,Rebeccaside,steven28@yahoo.com,0,0,0,Samsung Internet,macOS,D41196725,28.3,17,3,0,1,0,-1,0
517,CASH_IN,7493.85,C414151226,6362.15,13856.0,C232235109,3228.93,10722.78,0,0,U189693,432,0,PH,0,Nancy Burton,South Jonathan,tommyhaynes@icloud.com,0,0,0,Opera,iOS,D38414369,403.8,13,21,0,1,0,-1,0
673,PAYMENT,8276.22,C742124080,11386.56,3110.34,M634279586,0.0,0.0,0,0,U175683,654,0,GB,0,Kevin Roberts,West Rickyside,thomaschristina@proton.me,0,0,0,Chrome,Linux,D30608484,374.0,1,28,1,2,1,623,0
579,CASH_IN,973.25,C606934031,6171.89,7145.14,C886390819,41947.79,42921.04,0,0,U36007,84,0,FR,0,Alexander Wilkerson,New Daniel,tholmes@gmail.com,1,0,1,Firefox,Android,D62071362,25.9,3,24,1,1,0,-1,0
401,CASH_OUT,11702.8,C871621011,1529.99,0.0,C243655509,590.21,12293.01,0,0,U70742,671,0,IN,0,Rachael Kim,Petersonland,ijohnson@hotmail.com,1,0,0,Opera,Android,D73146994,268.3,17,16,0,2,1,210,0
176,PAYMENT,2867.3,C568494681,5074.57,2207.27,M223606968,0.0,0.0,0,0,U166794,542,0,IN,0,Jaclyn Burton,Port Jessicabury,kimbrittney@outlook.com,0,0,0,Edge,Linux,D81006331,123.0,8,7,0,1,0,-1,0
132,CASH_OUT,4735.03,C791604904,1221.01,0.0,C857134996,634.17,5369.2,0,0,U188905,293,1,RU,0,Erica Moore,Lake Brandiberg,toddyoung@yahoo.com,0,0,1,Opera,Android,D61590657,49.8,12,5,0,1,0,-1,0
172,TRANSFER,20127.66,C326540858,20495.19,367.53,C148932635,1343.6,21471.26,0,0,U48463,70,0,PH,0,Tony Gomez,Port Sherri,gwhite@gmail.com,0,0,2,Samsung Internet,Linux,D19118483,114.3,4,7,1,2,1,3,1
222,CASH_OUT,1277.64,C693080975,4859.07,3581.43,C625659659,50149.57,51427.21,0,0,U70485,2295,0,DE,0,Teresa Davis,Norrisside,samueljones@outlook.com,0,0,0,Firefox,iOS,D65915535,244.5,6,9,0,2,0,-1,0
609,PAYMENT,7074.8,C538986433,2242.76,0.0,M979180661,0.0,0.0,0,0,U160842,397,0,GB,0,James Gill,South Timothy,christophershah@gmail.com,0,1,0,Samsung Internet,Windows,D24505678,372.7,9,25,0,1,0,-1,0
460,DEBIT,560.32,C995925665,6589.5,6029.18,C860393323,3832.02,4392.34,0,0,U10888,211,0,PH,0,Alan Madden,West Benjaminhaven,andrealopez@outlook.com,0,1,0,Firefox,Windows,D61695982,570.1,4,19,1,3,1,262,0
271,PAYMENT,44136.52,C743896194,4312.12,0.0,M976364250,0.0,0.0,0,0,U70398,249,0,BR,0,Jessica Baker,Lake Jocelyn,qhernandez@hotmail.com,0,0,2,Samsung Internet,Linux,D75823270,68.0,7,11,0,1,0,-1,0
